hour,user_3,user_4,user_5,user_6,user_7,user_8,user_9,user_10,user_11,user_12,user_13,user_14,user_15,user_16,user_17,user_18,user_19,user_20,user_21,user_22,user_23,user_24,user_25,user_26,user_27,user_28,user_29,user_30,user_31,user_32
2014-01-01 13,31.2944523470839,0.0,114.329268292683,60.3658536585366,225.44642857142875,6.642170717919727,212.962962962963,58.566433566433574,57.526881720430154,41.542473919523076,173.936170212766,33.7893864013267,31.589023611997426,40.16012396694215,54.242596810933954,65.36388140161728,271.56549520766777,9.54773869346734,50.44052863436125,141.3612565445025,22.1046077210461,13.52242744063325,21.604938271604926,204.43925233644848,33.05084745762712,30.907429963459172,84.69682386910492,43.3625547902317,55.290227773695804,111.84210526315782
2014-01-01 14,29.6941678520626,0.0,89.93902439024387,52.43902439024393,203.8690476190475,4.52232899943471,202.861952861953,43.7062937062937,62.63440860215058,39.865871833084896,167.02127659574475,29.02155887230515,27.2814294830887,35.25309917355372,39.4362186788155,59.2991913746631,228.43450479233223,10.175879396984925,51.32158590308367,150.523560209424,19.458281444582823,11.3786279683377,21.7764060356653,202.10280373831773,25.0,24.05602923264315,83.01251203079886,36.63118346900438,42.248346803820695,92.10526315789474
2014-01-01 15,28.27169274537695,0.0,86.89024390243901,53.048780487804926,199.4047619047615,3.10910118711136,193.60269360269376,40.646853146853175,55.9139784946237,38.748137108792804,144.68085106382975,34.20398009950247,25.0478621569879,36.5444214876033,37.727790432801825,58.176100628930854,257.98722044728476,10.427135678391966,47.3568281938326,127.6178010471205,18.991282689912822,11.213720316622675,24.8628257887517,204.43925233644848,30.29661016949155,26.948842874543224,85.17805582290664,38.5097056981841,37.10506980161645,89.63815789473685
2014-01-01 16,26.8492176386913,0.0,84.85772357723576,58.536585365853675,206.845238095238,3.815715093273035,189.39393939393926,41.958041958041974,57.526881720430126,33.71833084947835,162.2340425531915,35.03316749585402,27.60051052967455,36.93181818181817,39.00911161731205,59.07457322551665,234.8242811501595,9.422110552763822,50.0,136.78010471204175,18.679950186799502,11.543535620052754,24.691358024691375,219.626168224299,32.20338983050848,31.820950060901353,79.40327237728584,37.100814026299325,38.2072005878031,102.38486842105274
2014-01-01 17,26.6714082503556,0.0,111.28048780487808,76.82926829268295,205.35714285714275,3.815715093273035,214.64646464646475,47.20279720279723,65.05376344086025,39.12071535022353,187.76595744680876,32.7529021558872,29.834077855775348,38.48140495867767,47.978359908883824,57.72686433063792,242.811501597444,8.668341708542714,47.13656387665195,176.04712041884824,18.679950186799473,13.852242744063325,22.80521262002745,254.67289719626177,30.720338983050876,33.495736906211924,80.84696823869108,46.023794614902975,43.35047759000735,111.842105263158
2014-01-01 18,26.4935988620199,0.0,147.86585365853648,85.97560975609755,260.4166666666665,5.08762012436405,266.83501683501675,68.61888111888109,91.3978494623656,55.141579731743704,202.659574468085,36.898839137645126,35.25845564773453,48.94111570247932,50.398633257403176,70.30548068283915,306.709265175719,11.18090452261305,58.59030837004408,185.2094240837695,35.95890410958907,17.150395778364125,35.665294924554175,302.57009345794376,31.3559322033898,36.236297198538374,99.6150144369586,65.43519098309329,55.2902277736958,138.15789473684174
2014-01-01 19,26.8492176386913,0.0,169.71544715447152,97.8658536585366,278.27380952380975,6.78349349915206,272.72727272727275,83.47902097902097,97.58064516129028,60.54396423248885,210.1063829787235,35.033167495854045,37.33248245054243,57.722107438016494,52.39179954441915,73.89937106918238,361.8210862619807,12.9396984924623,67.62114537444933,195.026178010471,39.3835616438356,15.66622691292875,37.551440329218096,286.21495327102775,29.237288135593225,37.60657734470155,105.1491819056785,63.4001252348153,54.7391623806025,141.44736842105274
2014-01-01 20,28.093883357041275,0.0,184.45121951219525,99.08536585365857,268.60119047619025,8.055398530243075,287.037037037037,72.9895104895105,96.77419354838713,63.89716840536515,220.74468085106375,41.044776119403,37.33248245054245,59.917355371900825,53.24601366742597,69.40700808625334,381.78913738019173,12.43718592964825,67.84140969162998,203.53403141361275,35.491905354919076,12.368073878627975,44.06721536351165,272.1962616822428,31.9915254237288,37.3020706455542,107.31472569778626,64.96556042579837,56.208670095518,139.8026315789475
2014-01-01 21,27.738264580369826,0.0,205.28455284552825,90.2439024390244,273.06547619047603,8.055398530243075,303.030303030303,60.3146853146853,85.75268817204304,63.152011922503746,203.191489361702,34.61857379767827,37.49202297383535,60.04648760330577,60.222095671981776,59.07457322551665,366.61341853035174,12.6884422110553,63.656387665198224,188.48167539267024,29.42092154420925,10.389182058047473,37.89437585733883,320.093457943925,33.47457627118645,34.71376370280145,101.05871029836378,67.62680025046964,60.6171932402645,127.05592105263175
2014-01-01 22,25.7823613086771,0.0,178.861788617886,88.10975609756096,287.9464285714287,5.652911249293387,282.82828282828274,60.31468531468533,90.05376344086022,59.9850968703428,218.617021276596,35.033167495854045,34.301212507977,59.6590909090909,56.52050113895215,56.15453728661278,321.8849840255592,11.05527638190955,64.53744493392072,195.02617801047126,28.48692403486925,10.059366754617397,40.2949245541838,269.85981308411226,30.508474576271198,33.03897685749085,95.28392685274295,70.91421415153413,73.65907421013962,112.66447368421025
2014-01-01 23,25.4267425320057,0.0,158.028455284553,84.7560975609756,252.232142857143,5.6529112492933855,237.37373737373724,49.38811188811193,75.53763440860217,51.043219076006,197.872340425532,37.93532338308455,32.86534779834075,53.848140495867774,47.124145785877,50.31446540880502,249.20127795527176,11.934673366834176,54.62555066079295,183.2460732984295,27.085927770859275,9.564643799472286,34.63648834019205,220.79439252336425,31.144067796610173,31.66869671132765,86.8623676612127,67.0006261740764,56.39235855988245,97.45065789473682
2014-01-02 00,23.82645803698435,1.3032145960034776,148.3739837398375,76.82926829268295,209.07738095238102,5.228942905596383,223.06397306397326,46.765734265734274,63.4408602150538,45.640834575260854,169.68085106383,45.39800995024875,33.343969368219504,45.5836776859504,39.43621867881548,44.24977538185085,197.28434504792324,9.170854271356784,44.27312775330395,160.34031413612576,26.151930261519325,5.936675461741422,28.29218106995885,178.7383177570095,21.822033898305076,25.426309378806323,88.06544754571705,49.31120851596742,53.820720058780296,85.9375
2014-01-02 01,22.0483641536273,1.73761946133797,122.96747967479675,65.54878048780488,167.4107142857145,4.663651780667045,191.919191919192,42.3951048951049,61.2903225806452,36.5126676602086,149.46808510638274,35.03316749585407,31.2699425654116,39.6435950413223,35.165148063781324,39.9820305480683,169.329073482428,7.4120603015075375,38.76651982378853,130.89005235602124,23.661270236612726,5.277044854881267,22.119341563786026,169.392523364486,16.9491525423729,22.53349573690625,75.07218479307028,38.979336255479026,45.0036737692873,76.89144736842104
2014-01-02 02,21.3371266002845,1.73761946133797,111.28048780487799,63.71951219512197,159.97023809523824,4.23968343697004,176.76767676767676,43.269230769230774,56.989247311828,34.46348733233975,140.4255319148935,33.5820895522388,30.6317804722399,38.223140495867774,30.894077448747176,39.5327942497754,159.744408945687,6.78391959798995,33.0396475770925,125.65445026178024,22.727272727272748,4.78232189973615,21.262002743484224,161.2149532710285,15.46610169491525,20.554202192448223,69.0567853705486,32.561051972448354,39.67670830271857,71.13486842105264
2014-01-02 03,21.1593172119488,1.73761946133797,102.6422764227641,66.76829268292683,153.27380952380975,3.95703787450537,164.983164983165,41.958041958041974,51.34408602150535,32.4143070044709,135.63829787234025,38.14262023217245,29.0363752393108,36.93181818181817,30.039863325740324,34.815813117699925,154.153354632588,6.155778894472363,29.0748898678414,118.45549738219874,23.505603985056077,4.94722955145119,19.204389574759926,165.88785046728975,15.88983050847455,20.70645554202195,66.41000962463907,31.465247338760175,37.2887582659809,67.02302631578951
2014-01-02 04,21.3371266002845,1.73761946133797,98.0691056910571,61.28048780487808,139.88095238095224,3.95703787450537,227.27272727272725,37.150349650349675,47.58064516129028,33.532041728763005,134.57446808510625,40.4228855721393,28.238672622846224,36.41528925619835,30.751708428246026,33.01886792452832,158.94568690095852,5.778894472361808,26.431718061674,116.4921465968585,23.349937733499402,5.2770448548812645,16.632373113854577,170.56074766355152,14.6186440677966,20.40194884287455,58.4696823869105,29.27363807138385,36.7376928728876,67.0230263157895
2014-01-02 05,21.1593172119488,1.73761946133797,99.59349593495946,63.109756097561004,151.04166666666674,3.95703787450537,208.75420875420875,38.02447552447553,48.655913978494574,35.0223546944858,138.82978723404275,34.82587064676615,27.440970006381626,38.09400826446283,30.18223234624145,36.16352201257865,165.335463258786,5.653266331658287,25.991189427312776,107.98429319371749,22.571606475716074,4.782321899736147,17.318244170096026,149.53271028037375,14.40677966101695,22.8380024360536,53.89797882579405,27.864746399499047,37.472446730345325,85.1151315789473
2014-01-02 06,22.4039829302987,1.73761946133797,92.47967479674797,68.59756097560975,144.34523809523802,4.381006218202375,183.5016835016835,34.527972027972055,49.4623655913978,33.9046199701937,138.82978723404275,43.3250414593698,27.760051052967473,43.001033057851245,31.178815489749425,37.06199460916445,173.32268370607025,5.778894472361805,30.3964757709251,123.0366492146595,21.170610211706098,9.399736147757254,18.347050754458152,149.532710280374,17.161016949152526,21.163215590743,54.37921077959577,34.28303068252977,34.16605437178543,70.3125
2014-01-02 07,25.9601706970128,1.73761946133797,107.21544715447152,68.29268292682927,179.31547619047626,4.23968343697004,216.3299663299665,36.2762237762238,51.8817204301075,40.052160953800275,147.872340425532,47.05638474295193,29.195915762603676,42.35537190082645,29.185649202733476,45.822102425876,210.86261980830648,7.160804020100503,32.81938325991187,125.65445026178,22.104607721046126,12.532981530343,19.20438957475995,177.57009345794398,16.7372881355932,22.990255785627298,54.1385948026949,89.69943644333118,30.859662013225574,97.45065789473693
2014-01-02 08,28.449502133712674,1.73761946133797,103.15040650406507,58.84146341463415,209.077380952381,3.39174674957603,215.4882154882155,87.41258741258743,96.2365591397847,36.69895678092395,198.404255319149,98.05140961857376,33.822590938098244,43.775826446281,26.765375854214124,41.55435759209345,319.488817891374,6.532663316582912,32.59911894273125,136.780104712042,40.006226650062274,10.059366754617395,29.835390946502077,175.233644859813,16.313559322033875,21.3154689403167,49.80750721847932,105.8234189104572,26.81851579720795,90.46052631578945
2014-01-02 09,13.869132290184918,1.954821894005215,107.7235772357725,61.28048780487805,249.25595238095224,4.80497456189938,249.99999999999974,114.0734265734265,99.19354838709685,45.640834575260826,249.468085106383,126.0364842454395,44.35226547543075,53.848140495867774,34.0261958997722,44.0251572327044,330.670926517572,7.914572864321608,39.647577092511,191.09947643979075,55.88418430884188,8.080474934036937,36.86556927297667,170.56074766355152,16.1016949152542,23.447015834348374,57.26660250240617,112.39824671258626,29.3901542983101,91.69407894736841
2014-01-02 10,21.870554765291633,1.73761946133797,115.34552845528452,60.3658536585366,247.76785714285725,5.511588468061053,329.1245791245792,76.486013986014,97.31182795698936,51.97466467958275,258.5106382978725,133.29187396351574,49.617102744097025,62.5,35.02277904328015,55.92991913746633,309.90415335463274,7.788944723618087,57.92951541850218,210.07853403141348,61.0211706102117,9.399736147757256,39.437585733882024,184.57943925233624,16.52542372881355,20.097442143727175,67.85370548604428,117.25109580463351,35.084496693607626,96.2171052631579
2014-01-02 11,29.5163584637269,1.73761946133797,135.670731707317,63.71951219512195,282.73809523809524,6.35952515545506,335.858585858586,100.96153846153855,85.21505376344088,58.1222056631893,280.8510638297872,141.5837479270315,54.24377791959158,71.2809917355372,35.876993166287,56.6037735849057,337.0607028753995,7.788944723618091,58.149779735682856,227.0942408376965,54.17185554171857,11.213720316622675,36.17969821673525,178.73831775700927,18.220338983050876,21.467722289890375,72.90664100096248,123.6693800876645,39.67670830271855,119.2434210526315
2014-01-02 12,30.4054054054054,1.73761946133797,167.68292682926824,66.46341463414635,291.66666666666674,6.076879592990387,357.74410774410774,82.16783216783213,85.75268817204302,58.1222056631893,278.1914893617022,134.95024875621874,55.04148053605618,74.1219008264463,41.998861047836,60.1976639712489,301.1182108626198,11.055276381909525,52.20264317180617,229.71204188481676,30.8219178082192,12.532981530343,41.838134430727,176.4018691588785,19.703389830508478,24.3605359317905,87.34359961501445,125.54790231684424,47.02424687729612,118.832236842105
2014-01-02 13,30.7610241820768,1.73761946133797,155.48780487804873,66.46341463414635,276.7857142857143,5.511588468061053,345.11784511784526,54.1958041958042,85.21505376344088,47.31743666169898,270.2127659574468,98.46600331674965,50.09572431397578,61.72520661157025,48.26309794988613,66.48697214734949,356.23003194888173,11.4321608040201,54.185022026431696,198.29842931937173,29.109589041095923,12.862796833773075,42.6954732510288,189.25233644859824,24.576271186440675,24.81729598051155,81.32820019249277,126.487163431434,47.20793534166057,111.4309210526315
2014-01-02 14,29.516358463726903,1.5204170286707233,155.48780487804873,63.109756097561004,309.5238095238095,4.52232899943471,336.7003367003365,53.75874125874125,125.537634408602,60.54396423248885,267.5531914893618,134.53565505804323,51.21250797702618,67.01962809917353,45.13097949886105,61.0961365678347,387.380191693291,12.9396984924623,47.79735682819383,229.7120418848165,44.98754669987548,12.0382585751979,49.21124828532238,210.28037383177548,23.51694915254235,23.903775883069425,79.16265640038503,126.17407639323724,45.73842762674505,109.78618421052624
2014-01-02 15,28.271692745376974,1.5204170286707233,153.9634146341465,64.63414634146345,297.6190476190475,7.2074618428490655,349.32659932659925,111.45104895104875,127.68817204301074,63.152011922503746,290.9574468085105,137.23051409618574,52.8079132099553,67.40702479338842,42.56833712984055,63.791554357592105,373.003194888179,12.185929648241224,47.5770925110132,237.565445026178,51.36986301369865,15.171503957783651,46.81069958847735,203.271028037383,24.15254237288135,24.3605359317905,83.01251203079885,124.452097683156,40.044085231447454,113.07565789473675
2014-01-02 16,26.8492176386913,1.73761946133797,165.650406504065,74.390243902439,310.2678571428572,5.511588468061053,305.5555555555555,79.1083916083915,94.6236559139785,63.7108792846498,296.808510638298,120.43946932006625,57.11550733886408,67.2778925619835,42.56833712984057,63.7915543575921,379.3929712460067,10.301507537688444,44.9339207048458,255.89005235602076,53.2378580323786,15.8311345646438,41.323731138545924,227.803738317757,25.211864406779675,28.928136419001227,83.01251203079887,123.982467125861,45.5547391623806,111.4309210526315
2014-01-02 17,27.2048364153627,1.73761946133797,176.829268292683,85.67073170731707,297.619047619048,6.642170717919726,339.22558922558926,66.43356643356643,84.67741935483872,67.4366616989568,316.4893617021278,113.18407960199025,63.01850670070198,75.92975206611573,49.54441913439635,64.69002695417791,374.60063897763575,9.54773869346734,52.4229074889868,278.7958115183245,55.57285180572855,17.9749340369393,43.03840877914953,290.88785046728975,28.60169491525425,35.32277710109622,101.29932627526478,134.31433938634925,47.391623806024974,113.075657894737
2014-01-02 18,28.627311522048373,1.5204170286707233,226.62601626016274,110.9756097560975,349.70238095238074,6.924816280384395,386.36363636363626,101.39860139860127,87.63440860215056,87.74217585692995,298.936170212766,105.514096185738,67.00701978302487,84.45247933884295,61.93052391799545,81.31176999101527,438.4984025559105,12.060301507537675,56.167400881057276,356.675392670157,56.97384806973847,23.087071240105526,47.32510288065845,369.158878504673,38.77118644067795,42.174177831912324,116.69874879692026,157.1696931747025,56.94342395297575,152.54934210526324
2014-01-02 19,29.694167852062602,1.73761946133797,241.86991869918674,106.7073170731708,367.55952380952397,6.78349349915206,418.3501683501685,109.26573426573425,94.35483870967742,86.99701937406854,265.9574468085108,98.25870646766182,57.913209955328654,83.4194214876033,70.47266514806378,88.0503144654088,423.3226837060703,13.819095477386925,61.45374449339208,351.439790575916,48.2565379825654,23.91160949868075,50.75445816186557,372.663551401869,39.6186440677966,46.58952496954932,128.9701636188645,154.66499686912948,73.84276267450406,170.64144736842124
2014-01-02 20,31.116642958748226,1.954821894005215,217.98780487804873,97.86585365853661,386.160714285714,7.3487846240814,373.73737373737373,90.90909090909088,103.763440860215,73.21162444113264,220.21276595744675,82.08955223880595,56.3178047223995,80.06198347107437,74.31662870159452,82.659478885894,437.699680511182,12.43718592964825,59.91189427312777,304.973821989529,40.62889165628893,18.304749340369398,51.7832647462277,344.626168224299,47.24576271186443,41.26065773447015,118.62367661212726,141.67188478396974,70.16899338721527,179.6875
2014-01-02 21,28.805120910384076,1.73761946133797,222.56097560975599,92.68292682926827,356.39880952380975,8.903335217637085,332.4915824915822,71.67832167832168,94.89247311827958,66.87779433681075,215.95744680851075,54.933665008291875,50.89342693044033,67.66528925619835,61.503416856492024,75.92093441150047,397.7635782747605,13.065326633165824,57.04845814977975,250.65445026178026,31.133250311332525,13.687335092348274,45.0960219478738,336.448598130841,47.457627118644076,37.45432399512788,121.75168431183825,133.84470882905475,67.59735488611315,145.97039473684225
2014-01-02 22,26.4935988620199,1.73761946133797,196.6463414634145,88.10975609756095,334.8214285714285,8.620689655172415,319.023569023569,63.81118881118877,94.6236559139785,67.25037257824145,202.65957446808525,44.568822553897206,49.617102744097025,61.46694214876035,56.52050113895217,66.4869721473495,366.6134185303515,12.0603015075377,59.2511013215859,238.219895287958,28.331257783312573,13.6873350923483,40.466392318244175,286.214953271028,54.8728813559322,42.174177831912324,111.88642925890275,133.84470882905453,77.14915503306392,126.644736842105
2014-01-02 23,25.4267425320057,1.73761946133797,177.33739837398375,90.8536585365854,284.2261904761905,7.06613906161673,297.97979797979804,49.825174825174855,94.89247311827958,67.25037257824145,179.78723404255325,46.849087893864024,43.07594128908745,55.139462809917376,51.25284738041,60.19766397124888,276.3578274760385,10.42713567839195,53.303964757709274,182.59162303664925,25.99626400996265,11.54353562005275,34.63648834019205,258.177570093458,37.92372881355932,35.6272838002436,103.22425409047173,124.92172824045075,66.67891256429095,109.7861842105265
2014-01-03 00,24.18207681365575,1.73761946133797,157.520325203252,75.60975609756098,224.70238095238074,5.08762012436405,253.36700336700326,50.6993006993007,82.7956989247312,56.07302533532045,158.51063829787225,49.958540630182426,38.608806636885774,44.03409090909092,54.954441913439624,47.6190476190476,233.226837060703,8.793969849246238,51.54185022026432,151.8324607329845,24.1282689912827,7.750659630606858,28.978052126200275,189.25233644859824,30.084745762711876,28.014616321559075,90.23099133782488,98.3093299937381,44.63629684055842,93.75000000000007
2014-01-03 01,22.226173541963,1.73761946133797,132.11382113821125,62.804878048780495,177.08333333333348,4.663651780667045,221.3804713804715,44.143356643356654,73.1182795698925,40.98360655737703,146.276595744681,40.4228855721393,32.86534779834078,33.7035123966942,47.69362186788155,43.5759209344115,170.926517571885,7.412060301507539,38.54625550660792,138.743455497382,22.882938978829426,6.2664907651715005,21.090534979423875,168.22429906542075,25.0,23.59926918392205,75.553416746872,88.13400125234816,42.98310066127847,87.17105263157895
2014-01-03 02,21.514935988620202,1.73761946133797,110.772357723577,59.45121951219515,159.2261904761905,4.0983606557377055,199.4949494949495,37.5874125874126,67.20430107526884,32.60059612518625,146.808510638298,38.557213930348276,32.0676451818762,32.79958677685947,40.8599088838269,37.7358490566038,149.36102236421698,6.281407035175875,35.462555066079304,124.34554973822026,23.97260273972605,6.43139841688654,20.40466392318245,158.87850467289726,18.22033898305085,21.77222898903775,65.68816169393648,82.0288040075141,36.370315944158705,74.83552631578945
2014-01-03 03,21.1593172119488,1.73761946133797,108.23170731707324,61.890243902439025,151.0416666666665,3.95703787450537,223.90572390572376,36.71328671328673,63.97849462365595,33.532041728763,144.148936170213,41.66666666666667,31.2699425654116,33.31611570247935,39.00911161731207,33.692722371967704,146.964856230032,6.532663316582912,29.95594713656385,117.1465968586385,23.8169364881694,6.101583113456463,16.289437585733875,156.54205607476675,17.584745762711876,20.858708891595626,62.8007699711261,81.40262993112086,37.10506980161645,64.14473684210527
2014-01-03 04,21.3371266002845,1.73761946133797,111.788617886179,61.28048780487808,130.20833333333326,4.23968343697004,189.3939393939395,35.4020979020979,66.12903225806456,35.20864381520115,142.553191489362,42.91044776119405,29.67453733248245,32.1539256198347,40.43280182232345,33.0188679245283,146.16613418530326,5.778894472361805,27.7533039647577,109.9476439790575,22.415940224159424,5.7717678100263825,18.689986282578875,172.89719626168227,16.313559322033875,20.097442143727175,53.17613089509145,79.68065122103945,35.63556208670094,62.5
2014-01-03 05,21.3371266002845,1.73761946133797,101.11788617886202,57.01219512195125,130.20833333333326,4.0983606557377055,212.121212121212,33.653846153846146,59.94623655913983,33.1594634873323,138.2978723404255,38.97180762852405,29.3554562858966,32.54132231404957,39.00911161731207,32.79424977538185,148.562300319489,5.904522613065323,27.312775330396477,108.63874345549749,20.392278953922826,6.431398416886543,16.46090534979425,155.373831775701,15.46610169491525,22.381242387332524,56.54475457170357,77.64558547276144,34.900808229243204,81.82565789473682
2014-01-03 06,22.7596017069701,1.73761946133797,98.57723577235785,58.23170731707317,145.08928571428575,4.0983606557377055,209.5959595959595,34.0909090909091,56.45161290322582,33.9046199701937,135.10638297872325,40.83747927031507,29.993618379068273,38.223140495867774,41.287015945330296,34.36657681940702,174.92012779552726,5.904522613065323,34.3612334801762,126.30890052356025,19.146948941469475,9.399736147757235,16.9753086419753,155.373831775701,18.220338983050823,22.685749086479902,54.8604427333975,85.94239198497182,32.88023512123438,83.0592105263158
2014-01-03 07,26.493598862019926,1.73761946133797,114.32926829268308,57.317073170731724,157.73809523809499,4.0983606557377055,230.63973063973074,40.20979020979023,56.45161290322582,42.2876304023845,147.872340425532,45.60530679933665,33.024888321633675,38.4814049586777,38.7243735763098,49.640610961365674,202.87539936102223,7.035175879396984,33.2599118942731,137.434554973822,20.392278953922798,13.192612137203175,19.718792866941023,162.3831775700935,17.3728813559322,24.0560292326431,56.304138594802694,104.257983719474,32.329169728141096,91.69407894736841
