user_3,user_4,user_5,user_6
22.403982,3.475239,69.61382,42.442516
22.403982,3.475239,120.351326,50.30488
23.64865,3.475239,76.21951,55.487804
32.36131,3.475239,98.57723,50.94512
33.428165,3.475239,93.49593,48.47561
30.405403,3.475239,127.49387,47.560974
28.484253,2.0071607,80.28455,53.048782
30.405403,3.475239,77.743904,45.211918
29.871977,3.909644,90.44715,49.00437
29.694168,4.1268463,83.333336,55.487804
28.627312,4.3440485,69.61382,53.353657
26.13798,3.909644,80.28455,55.487804
25.96017,4.3440485,97.560974,62.5
25.604551,4.3440485,142.24771,62.5
27.560455,4.1268463,177.3374,90.85366
30.583216,2.3575878,216.97154,87.80488
33.428165,4.561251,215.44716,86.89024
30.049788,2.4361622,205.28455,90.54878
26.493599,3.475239,178.86179,80.48781
25.985348,3.475239,135.1626,75.0
23.470839,3.475239,102.13415,63.719513
22.759602,2.3579557,89.939026,44.957954
22.226173,3.475239,82.31707,45.06025
21.870554,2.441365,80.28455,54.57317
25.205133,3.475239,129.64801,50.609756
22.403982,3.475239,73.67886,51.82927
23.826458,3.475239,75.71138,57.92683
33.605976,3.475239,102.64227,60.67073
33.25035,3.6924415,136.79062,55.182926
29.338549,4.3440485,91.46342,44.207317
28.627312,1.9820765,82.31707,48.17073
22.44302,4.3440485,78.25203,47.886707
22.58224,4.3440485,93.49593,47.865852
28.271692,4.3440485,87.39838,43.292683
22.495195,4.1268463,85.36585,45.121952
22.903671,4.3440485,105.18293,51.219513
25.426743,4.3440485,102.13415,56.707317
26.493599,2.409199,119.41057,71.95122
28.271692,4.3440485,185.97562,85.36585
30.583216,2.3741632,215.44716,85.67073
32.894737,2.2399936,220.02032,87.5
33.2039,2.4134934,201.72765,80.18293
27.204836,2.5093102,177.84554,79.268295
18.847794,3.475239,136.17886,73.78049
5.156472,2.8756642,78.20376,63.719513
4.978663,3.475239,97.560974,55.182926
23.641733,3.475239,87.9065,47.6486
3.3783784,3.475239,85.873985,50.914635
3.5561879,3.475239,95.06477,52.743904
3.733997,3.475239,75.71138,52.743904
5.156472,3.475239,81.30081,51.023018
13.869132,2.8236315,110.772354,49.791466
14.224751,2.606429,102.64227,52.134148
10.135135,2.606429,92.98781,46.341465
24.63611,2.606429,76.21951,48.47561
8.89047,3.6924415,70.12195,48.584503
28.84236,1.8869642,117.364,49.963818
9.957326,3.475239,78.76016,51.82927
9.779516,3.098035,70.63008,45.42683
8.71266,3.475239,90.955284,51.895676
7.823613,3.475239,92.479675,52.43903
7.6458044,3.475239,105.691055,59.146343
25.892258,3.475239,153.55605,75.60976
12.268847,3.5458698,178.35365,84.45122
14.046942,5.8644657,203.25203,87.87776
27.176678,4.3440485,186.99187,77.743904
8.357041,4.3440485,119.03958,55.643635
6.2233286,3.475239,152.94716,77.13415
4.623044,3.475239,106.70731,57.621952
25.150316,3.475239,125.97219,45.42683
3.733997,3.475239,89.43089,48.47561
3.200569,3.4361587,86.38211,50.30488
3.3783784,3.475239,70.63008,50.30488
28.266996,1.941191,69.10569,48.780487
5.3342814,3.3079996,74.18699,49.695118
15.113798,3.475239,92.479675,60.97561
15.825035,3.475239,111.26227,54.57317
12.446657,3.909644,114.55149,50.609756
13.869132,4.1268463,71.138214,46.646343
11.379801,3.475239,88.18162,39.32927
29.16074,4.3440485,97.05285,39.32927
28.627312,1.9328644,91.97154,42.378048
27.382647,1.99864,82.31707,43.292683
23.708311,4.3440485,127.206726,42.987804
27.560455,4.3440485,123.36638,41.15854
27.738264,4.3440485,105.691055,49.085365
28.449503,2.30571,170.7317,67.98781
28.449503,5.647263,215.44716,72.256096
30.583216,5.212858,212.90651,77.439026
27.916075,5.212858,175.30487,71.95122
25.274107,4.561251,145.32521,74.69512
24.715506,3.475239,127.032524,72.86585
24.138046,3.475239,95.020325,59.451218
23.506836,3.475239,80.79269,53.048782
22.759602,2.3497334,75.203255,50.914635
21.692745,3.475239,113.34136,46.341465
22.048365,2.0257475,94.606384,45.121952
22.581793,3.475239,59.451218,49.085365
22.93741,2.0451195,100.81189,43.76613
23.625202,3.475239,90.44715,41.15854
26.671408,3.475239,105.18293,39.32927
30.405403,4.561251,111.28049,46.646343
35.73969,1.6441623,129.79547,47.256096
34.672832,3.475239,140.2439,63.79751
36.806545,3.475239,152.94716,53.658535
25.598106,3.6924415,147.86586,54.878048
34.139404,1.8636752,139.81036,58.841465
30.405403,3.909644,153.45529,67.46962
28.449503,4.995656,146.08177,57.317074
27.738264,4.3440485,147.35773,64.32927
28.271692,2.5063882,157.93991,86.28049
28.271692,5.430061,176.32314,87.19512
28.271692,4.995656,210.87398,88.10975
26.671408,4.561251,134.43765,63.64366
25.071123,3.909644,143.29268,63.401363
24.537695,2.3225112,142.78455,59.342033
23.470839,3.475239,122.45935,61.585365
23.115221,3.475239,92.479675,58.536587
22.759602,3.475239,125.93134,53.963413
22.048365,2.1636546,103.7677,52.743904
23.351912,3.475239,74.69512,52.43903
22.403982,3.475239,67.5813,50.30488
22.759602,3.475239,70.63008,52.743904
22.93741,3.475239,77.743904,52.743904
24.537695,2.2374012,87.39838,44.16018
27.916075,3.6924415,103.65854,47.865852
29.480562,2.0183482,128.15735,58.536587
36.095306,4.3440485,155.99594,63.109756
38.406826,4.3440485,140.45985,53.353657
38.05121,4.3440485,111.28049,59.756096
34.31721,4.3440485,107.72358,55.498486
29.51636,4.3440485,115.85366,50.30488
27.382647,4.3440485,120.42683,43.59756
26.849218,4.3440485,130.49684,48.17073
28.982931,2.2486742,154.97968,70.12195
27.248316,4.3440485,190.54878,76.5244
30.049788,4.3440485,205.28455,79.57317
27.916075,4.3440485,193.59756,70.12195
26.157225,4.1268463,175.813,70.12195
24.359886,3.475239,151.42276,63.414635
30.028677,2.0660813,108.73984,60.060974
23.29303,3.475239,84.349594,45.470886
22.403982,2.3824902,82.8252,43.165367
21.692745,3.475239,77.743904,44.445915
22.048365,2.3979027,70.12195,39.69643
22.581793,3.475239,116.756226,48.17073
23.64865,3.475239,71.138214,53.963413
33.428165,3.040834,133.06148,53.353657
33.605976,2.8236315,108.231705,50.914635
29.31896,1.8911849,84.85773,42.987804
32.716927,3.909644,83.84146,46.951214
31.65007,3.475239,76.727646,50.0
29.338549,3.6924415,79.268295,56.40244
28.982931,4.3440485,63.00813,51.52439
27.763647,1.9542392,59.451218,51.52439
27.027027,2.0948057,73.67886,40.86706
26.493599,4.3440485,74.69512,57.012196
26.493599,4.3440485,86.38211,50.444077
27.916075,4.561251,157.52032,81.70731
30.938831,2.3291667,209.85773,84.756096
32.53912,4.7784534,230.69106,100.0
29.51636,1.8617584,117.98853,50.09082
26.31579,3.6924415,162.00229,85.36585
24.537695,2.5232913,135.67073,71.95122
24.656656,3.475239,108.73984,57.92683
22.759602,3.475239,90.955284,47.263123
22.759602,3.475239,114.01303,45.42683
22.226173,3.475239,70.12195,45.73171
22.581793,3.475239,66.56504,50.609756
22.93741,3.475239,71.64634,45.73171
24.004267,3.475239,67.5813,41.696865
33.78378,1.8528645,135.63025,55.792683
34.31721,1.6142775,86.38211,41.76829
29.338549,3.475239,77.23577,44.68348
24.436262,2.8236315,75.71138,52.743904
25.39102,2.606429,120.43705,56.574768
28.449503,2.606429,131.497,58.536587
28.449503,2.0702484,75.71138,57.317074
27.738264,3.6924415,137.31961,57.621952
25.782362,4.1268463,138.39206,58.23171
23.311787,4.7784534,134.90623,63.86024
29.968794,2.1439238,115.85366,65.243904
27.738264,4.561251,132.65968,62.896156
30.405403,4.561251,232.72357,89.63415
32.1835,4.561251,228.1504,103.04878
29.694168,4.7784534,174.91379,98.78049
26.31579,4.1268463,175.30487,73.12071
24.182077,3.475239,122.522545,57.573116
22.93741,3.2580364,117.37805,61.280487
22.226173,3.475239,132.87663,60.060974
21.870554,3.475239,127.38471,56.09756
28.697992,2.0180686,78.25203,58.841465
21.514936,3.475239,120.83712,52.43903
22.226173,3.475239,70.12195,54.26829
23.470839,3.6924415,72.15447,58.23171
33.25035,4.3440485,143.58746,58.841465
32.894737,3.475239,98.57723,52.743904
29.338549,1.9461759,94.51219,48.47561
28.271692,4.561251,82.8252,50.0
27.382647,4.561251,138.09142,55.182926
22.574957,4.561251,83.84146,50.26856
27.204836,4.561251,79.268295,50.609756
22.316542,4.3440485,69.10569,49.085365
25.604551,2.1996224,79.77642,53.658535
22.518543,4.561251,84.349594,46.341465
25.782362,4.3440485,100.60976,62.80488
27.560455,4.3440485,162.85866,86.89024
29.694168,2.372752,223.57724,83.84146
30.049788,4.3440485,162.84769,84.14634
28.449503,4.3440485,192.5813,76.21951
25.604551,4.3440485,182.92683,75.60976
23.826458,4.561251,131.6057,74.69512
22.93741,3.475239,146.36392,71.34146
24.883907,3.040834,96.03658,56.40244
22.226173,3.475239,83.333336,50.609756
21.692745,3.040834,81.30081,53.658535
21.514936,3.2580364,69.10569,46.951214
23.247381,3.2580364,66.05691,41.76698
25.59071,3.2580364,128.14993,61.059998
32.53912,3.2580364,92.479675,56.40244
34.495018,3.909644,92.98781,45.73171
28.627312,1.8967197,81.808945,41.15854
27.916075,1.8980272,112.23658,47.837963
22.303944,4.1268463,76.727646,48.17073
27.027027,2.1460078,80.28455,55.792683
27.916075,2.8236315,91.97154,53.658535
24.986166,3.6924415,132.64044,51.52439
25.426743,4.1268463,136.7156,57.317074
23.90966,3.909644,114.32927,56.04503
25.782362,4.3440485,149.91463,71.34146
28.982931,4.3440485,180.38618,84.756096
29.871977,4.561251,170.51695,93.29269
32.005688,5.647263,184.07422,101.82927
28.982931,5.647263,179.96022,89.02439
25.604551,4.3440485,176.82927,89.02439
24.359886,3.6924415,135.67073,60.642624
22.93741,2.606429,128.84996,64.02439
22.581793,2.3997152,94.51219,50.609756
22.403982,2.606429,99.085365,48.780487
21.692745,2.606429,87.39838,51.82927
29.237564,1.9100703,82.8252,46.036587
22.581793,2.606429,106.02632,47.865852
23.470839,2.3165014,69.61382,53.963413
32.53912,3.475239,96.544716,53.353657
29.318045,1.8696853,117.945465,48.780487
30.583216,1.8818864,82.8252,50.914635
29.694168,4.561251,78.76016,49.181232
28.449503,4.561251,131.31856,48.17073
28.271692,1.9937942,88.414635,47.560974
27.382647,4.3440485,81.30081,45.73171
26.671408,4.3440485,87.9065,50.37847
25.782362,4.3440485,95.52846,59.146343
25.604551,4.3440485,140.52278,60.97561
29.99765,2.1608286,119.41057,65.243904
27.382647,2.4834044,164.63414,80.18293
27.896488,4.561251,202.7439,82.92683
33.020855,2.444953,215.44716,89.939026
27.382647,5.212858,198.67886,82.16372
24.893314,4.7784534,181.40244,84.756096
24.004267,4.1268463,139.73578,62.52923
23.29303,3.475239,153.07085,78.35366
22.759602,3.475239,132.64674,59.451218
23.656326,3.475239,85.36585,51.219513
22.403982,3.475239,77.743904,44.237545
22.581793,3.475239,71.138214,51.52439
22.93741,3.475239,67.07317,53.963413
27.410149,2.04034,62.5,57.621952
23.826458,2.046926,104.16695,45.292603
25.96017,4.1268463,83.84146,47.560974
28.982931,3.475239,134.4388,54.878048
30.938831,1.9627289,125.0,53.658535
33.25035,1.8521836,137.19513,56.40244
27.738264,4.3440485,129.06505,53.963413
18.669987,4.3440485,145.32521,50.0
21.337126,2.6171813,155.48781,58.841465
25.945818,4.3440485,167.68292,73.47561
9.423898,4.3440485,167.12755,83.53658
8.71266,4.3440485,172.2561,81.097565
10.312944,4.3440485,215.95529,92.68293
16.002846,4.3440485,230.18292,93.59756
29.338549,4.7784534,210.87398,95.42683
27.204836,4.3440485,160.27347,82.92683
25.604551,4.3440485,169.20732,76.5244
25.707626,4.3440485,161.58537,74.085365
23.64865,3.475239,136.17886,76.82927
24.967678,3.040834,106.70731,52.258316
22.759602,3.475239,96.03658,57.012196
22.226173,3.2580364,90.955284,55.487804
22.048365,3.475239,78.25203,44.58745
22.403982,3.2580364,77.23577,55.487804
22.759602,3.040834,70.12195,41.082714
22.93741,3.475239,119.514786,55.85328
24.537695,3.475239,81.808945,48.17073
28.627312,1.9378185,120.63839,53.658535
35.384068,1.7842404,139.73557,57.92683
38.05121,1.6755038,169.20732,63.414635
29.836342,2.2899995,146.47398,72.86585
38.22902,4.3440485,153.96341,74.39024
32.716927,4.1268463,126.52439,64.32927
28.982931,4.7784534,140.75203,63.109756
24.096878,4.561251,131.09756,67.68293
26.671408,4.3440485,130.58943,61.585365
28.093884,4.1268463,151.9309,74.39024
29.871977,4.7784534,156.88164,76.5244
31.116644,4.561251,172.76422,84.45122
31.905943,2.4104202,173.27235,84.14634
27.458395,4.995656,174.28862,84.756096
24.715506,4.7784534,143.29268,67.11954
23.115221,3.475239,109.756096,65.54878
22.93741,3.475239,91.46342,54.57317
22.759602,3.475239,87.39838,53.658535
22.226173,2.4643059,83.84146,59.451218
22.226173,3.475239,71.64634,54.26829
22.581793,3.475239,71.64634,51.52439
28.468864,1.9524711,74.18699,40.4925
33.78378,1.8329228,136.65918,56.707317
32.716927,1.7748202,125.97478,53.07824
30.227596,4.3440485,132.5419,48.780487
31.116644,4.3440485,75.71138,55.792683
30.049788,4.3440485,76.21951,46.995457
29.338549,4.3440485,89.43089,49.977886
29.51636,4.3440485,82.8252,54.57317
28.80512,2.008739,76.727646,53.353657
23.959469,4.3440485,137.1955,53.963413
26.671408,2.1401136,85.36585,53.048782
22.727446,4.3440485,95.52846,54.26829
28.982931,4.3440485,153.45529,78.96342
30.583216,4.3440485,170.41928,92.37805
26.100597,4.561251,170.71405,94.20731
29.338549,2.5701258,193.08943,97.86585
25.96017,4.7784534,182.4187,86.28049
24.537695,4.3440485,159.55284,75.914635
22.93741,4.1268463,108.231705,62.19512
22.581793,3.475239,97.560974,58.841465
22.759602,3.475239,125.44633,54.26829
22.403982,3.475239,78.25203,51.82927
22.581793,3.475239,68.597565,57.92683
23.14305,3.475239,69.10569,52.743904
23.826458,4.561251,68.597565,49.168957
24.199509,3.475239,96.544716,60.060974
32.1835,3.475239,130.07594,48.17073
28.271692,2.0253527,84.349594,52.43903
23.276247,3.475239,75.71138,50.914635
22.847624,3.6924415,69.61382,56.09756
27.738264,2.0425324,78.25203,41.635025
28.80512,3.909644,135.84927,54.57317
28.449503,2.0731306,69.10569,58.841465
22.94578,4.3440485,84.349594,71.64634
25.604551,4.3440485,103.150406,70.42683
26.13798,4.3440485,134.14635,71.03659
28.80512,4.3440485,194.1057,79.588234
32.005688,4.3440485,167.94208,88.414635
32.894737,4.7784534,245.93495,96.64634
29.694168,4.561251,134.50862,63.679386
26.31579,4.3440485,223.57724,87.37279
24.537695,4.561251,165.6504,81.097565
23.115221,3.909644,118.39431,55.466156
22.581793,3.475239,98.06911,64.02439
22.403982,3.475239,90.955284,55.487804
21.337126,3.2580364,74.69512,58.841465
21.692745,3.2580364,69.61382,50.914635
28.31791,1.9825528,72.662605,53.048782
23.826458,3.475239,71.64634,42.32756
23.995514,3.475239,97.05285,50.487377
33.605976,1.7242347,88.92277,43.59464
29.871977,4.561251,83.84146,50.30488
30.761023,4.3440485,94.51219,51.196697
30.049788,4.3440485,95.52846,58.536587
29.871977,4.3440485,110.26423,60.060974
23.850693,4.3440485,135.12788,52.43903
27.560455,4.3440485,91.97154,60.060974
25.96017,4.3440485,101.11789,73.47561
25.604551,2.2241697,101.626015,48.184975
25.782362,2.261346,129.7093,67.07317
28.093884,4.3440485,159.17584,80.48781
30.761023,2.3498185,230.18292,88.414635
30.405403,4.3440485,232.21545,90.5868
28.627312,4.3440485,211.89024,85.060974
25.782362,2.7494729,162.2469,94.20731
24.182077,4.3440485,133.63821,92.68293
23.115221,3.475239,153.04735,78.65854
25.911158,3.2580364,139.03381,60.67073
22.581793,2.1281357,106.54277,54.26829
22.226173,3.040834,73.67886,58.23171
23.867636,3.040834,71.64634,51.52439
22.581793,3.2580364,71.138214,50.914635
23.64865,2.2739134,79.268295,42.12444
32.53912,3.040834,98.57723,59.146343
32.36131,3.040834,99.085365,48.780487
28.627312,3.2580364,94.00407,44.512196
27.204836,3.040834,85.873985,53.658535
27.382647,4.1268463,133.35728,52.134148
22.35358,4.1268463,74.18699,52.134148
28.093884,1.9571648,67.07317,45.42683
27.560455,3.909644,68.597565,45.42683
26.31579,2.1242158,84.85773,49.695118
25.782362,2.058743,114.97667,53.963413
25.782362,4.3440485,137.46791,57.012196
27.916075,4.561251,177.3374,75.60976
30.227596,4.561251,173.09534,96.64634
31.65007,6.081668,184.07422,91.46342
29.338549,6.2988706,216.46341,85.060974
25.782362,4.3440485,187.5,88.71951
25.795132,4.3440485,148.88211,83.231705
22.93741,3.6924415,112.80488,67.98781
22.581793,2.201122,110.16541,56.09756
22.403982,3.475239,91.97154,53.353657
22.403982,3.2580364,81.30081,44.41728
22.403982,3.475239,79.268295,50.914635
22.759602,2.3747976,67.5813,53.963413
23.826458,3.475239,71.64634,55.182926
24.453728,3.040834,85.36585,56.40244
23.930141,3.475239,98.06911,46.036587
31.29445,3.475239,92.98781,47.865852
28.982931,3.475239,127.705154,60.86563
27.382647,3.909644,74.69512,44.53818
27.560455,4.1268463,96.544716,55.792683
28.982931,4.3440485,130.39586,47.256096
22.612152,4.3440485,93.49593,50.947636
26.671408,4.1268463,99.085365,51.219513
26.31579,4.3440485,111.28049,45.121952
27.560455,4.3440485,124.49187,49.085365
26.43887,4.1268463,176.32114,78.04878
27.686432,4.3440485,210.36586,77.439026
30.049788,4.995656,161.30267,78.04878
28.449503,4.561251,194.61382,75.60976
25.96017,4.3440485,172.2561,72.55568
24.715506,4.3440485,151.42276,72.86585
23.826458,3.6924415,117.37805,55.231613
24.672947,3.2580364,98.06911,61.890244
22.93741,2.353782,91.97154,45.492214
22.403982,3.475239,82.8252,49.390244
22.581793,3.040834,73.67886,41.982876
22.759602,3.040834,70.12195,43.90244
23.20097,3.475239,72.662605,51.219513
23.826458,3.475239,120.52377,49.085365
27.027027,3.475239,87.9065,47.43184
32.1835,4.7784534,99.5935,52.743904
25.097717,3.475239,127.032524,52.134148
38.406826,3.475239,127.032524,47.560974
39.651493,3.2580364,130.0813,37.80488
40.00711,3.6924415,129.57317,35.97561
38.762447,4.1268463,130.58943,49.695118
25.011333,4.1268463,141.7683,68.902435
30.583216,3.6924415,139.41357,59.146343
29.338549,3.475239,148.88211,64.870445
31.29445,4.995656,203.76016,80.48781
30.938831,5.212858,239.8374,91.83535
30.227596,4.3440485,232.21545,85.97561
25.715233,4.3440485,186.48373,77.74296
25.96017,4.3440485,150.72209,73.17073
24.893314,2.3172042,127.35788,66.46342
24.004267,4.1268463,142.65819,65.85366
23.29303,3.2580364,117.64566,54.761086
23.29303,3.2580364,116.74455,54.30321
22.226173,3.040834,88.92277,43.59756
21.692745,3.909644,73.67886,46.515827
22.581793,4.1268463,63.00813,40.548782
22.581793,3.475239,65.04065,40.548782
25.197096,3.475239,129.43204,61.586117
23.75565,3.2580364,83.333336,43.292683
27.204836,4.3440485,123.28109,40.243904
31.29445,3.2580364,125.50814,59.756096
33.428165,3.2580364,167.17479,71.95122
36.628735,3.475239,147.64487,65.54878
36.095306,4.3440485,135.1626,63.414635
30.938831,2.0648599,119.9187,67.98781
28.271692,4.3440485,133.63821,63.109756
27.738264,4.561251,131.6057,50.914635
26.671408,4.3440485,151.42276,57.012196
28.271692,2.2664938,166.15854,65.54878
29.871977,2.1829586,171.74797,67.37805
30.405403,2.0121784,189.53252,71.83458
28.271692,2.4392989,193.08943,77.439026
25.96017,4.7784534,167.17479,75.30488
24.359886,4.561251,158.02846,68.88166
23.115221,4.3440485,132.62195,62.02695
22.759602,4.1268463,130.03693,61.619614
22.581793,3.2580364,86.89024,41.76829
21.870554,3.475239,81.808945,48.47561
22.048365,3.475239,116.37963,54.136234
22.759602,3.475239,66.56504,44.512196
24.182077,2.0053675,103.50638,44.68318
29.466131,2.0185907,104.166664,48.35126
34.85064,2.8236315,99.5935,52.43903
30.583216,3.2580364,87.9065,46.036587
22.32603,3.909644,69.10569,49.085365
29.871977,3.6924415,134.36174,53.658535
30.938831,3.6924415,83.333336,46.93191
30.761023,1.8507297,80.79269,49.390244
29.694168,1.807828,114.71525,47.256096
23.352392,3.6924415,89.43089,48.667637
26.849218,3.475239,96.03658,50.914635
23.852777,3.6924415,100.10162,55.182926
29.16074,2.340422,147.81532,75.0
31.65007,3.909644,208.84146,80.18293
32.894737,4.561251,195.63008,83.231705
30.405403,2.3119876,184.95935,81.402435
32.423985,2.2757406,177.84554,68.902435
24.715506,5.212858,140.75203,65.85366
23.115221,3.909644,135.2657,57.317074
29.394651,1.8580354,117.90935,50.30488
25.024523,2.606429,86.89024,46.2697
22.403982,3.040834,85.36585,45.04281
22.403982,3.040834,112.09517,48.17073
22.759602,3.040834,102.86344,40.548782
24.004267,3.040834,113.21244,47.256096
32.36131,1.8197238,95.52846,50.609756
